Samples	SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS10c	SBS10d	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS18	SBS19	SBS20	SBS21	SBS22	SBS23	SBS24	SBS25	SBS26	SBS27	SBS28	SBS29	SBS30	SBS31	SBS32	SBS33	SBS34	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40	SBS41	SBS42	SBS43	SBS44	SBS45	SBS46	SBS47	SBS48	SBS49	SBS50	SBS51	SBS52	SBS53	SBS54	SBS55	SBS56	SBS57	SBS58	SBS59	SBS60	SBS84	SBS85	SBS86	SBS87	SBS88	SBS89	SBS90	SBS91	SBS92	SBS93	SBS94	SBS95
PD11341a	0.1383802045526247	0.11685657126347267	0.02699052263943612	0.0	0.4101119241499134	0.0	0.0	0.0	0.0	0.0	0.16570677264148617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06283747066111078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02262358258480806	0.0	0.0	0.0	0.0	0.008598712740369469	0.0	0.0	0.0	0.0	0.0	0.03960926259824159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008284976168536948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD11342a	0.1038779601049646	0.20265739752171935	0.029653480832749463	0.0	0.4276958482217936	0.0	0.0	0.0	0.0	0.0	0.09379821628133736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11902105795537724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023296039082058375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD11343a	0.11817306168501505	0.01732260511677938	0.16663701846454113	0.0	0.2502669004265545	0.04221790139008784	0.0	0.0	0.0	0.0	0.06319817332120554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012276096310400051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009851873516156077	0.0	0.0	0.0	0.0	0.0	0.05149384220811258	0.012902926903610891	0.0	0.0	0.2556596006575369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD11344a	0.015344292752980389	0.41019927975509846	0.0	0.0	0.06636481726447833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5080916102274429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD11345a	0.03319461702545698	0.3431195463598009	0.0	0.0	0.2631012347352294	0.0	0.0	0.0	0.0	0.0	0.031207278244502853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24989973103211036	0.0	0.0	0.0	0.0	0.0	0.07947759260289955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD11346a	0.11725793022516329	0.13486900099900603	0.0	0.0	0.2546100261255647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09231523115913477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076379603701260965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3829420347072294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010367816413775726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD11347a	0.1276669452162722	0.13205737910430956	0.02261053813143977	0.0	0.3514895840081998	0.0	0.0	0.0	0.0	0.0	0.029368888682058163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07102951918596237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05309625167841823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21268089399333995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD11348a	0.16531522056120362	0.0	0.0	0.0	0.15520777451606543	0.0	0.0	0.0	0.0	0.0	0.06118503100505075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041988923457916834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017201427890238194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017346547591094264	0.0	0.0	0.0	0.5417550749784308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD11349a	0.08622356907936368	0.11421262006125975	0.09294898574427221	0.0	0.18014088691540175	0.0	0.0	0.0	0.0	0.0	0.05720795673207153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10526838338876757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3639975980788634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD11352a	0.15837812795718872	0.11583753058946054	0.0	0.0	0.4063760336694135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053212172308557626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2661961354753798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD11355a	0.12661680375268256	0.0	0.0	0.0	0.3544523864908147	0.0	0.0	0.0	0.0	0.0	0.052920804163750335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17629806742996332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03554373816148703	0.0	0.0	0.0	0.2541682000013023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD11357a	0.15883102613633093	0.0	0.0	0.0	0.584191459397633	0.0	0.0	0.0	0.0	0.0	0.16104728304121285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05637192075568723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0395583106691361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD11358a	0.07190021283436696	0.26194830284051923	0.0	0.0	0.35018657442657725	0.055393045852440766	0.0	0.0	0.0	0.0	0.08898043380240292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048322258496170147	0.0	0.009789721163349554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011400037446041917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10207941313813128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD11359a	0.15949768633099973	0.007990789106634316	0.0	0.0	0.28218565217794955	0.0	0.0	0.0	0.0	0.0	0.04562288206885962	0.0	0.0	0.0	0.0	0.0	0.0	0.009579694831670467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4819578735256205	0.0	0.013165421958265746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD11360a	0.15729419664478794	0.0065310488180093385	0.0	0.0	0.6122353002390595	0.01717676359236318	0.0	0.009030797808428713	0.0	0.0	0.09207753583145865	0.0	0.0	0.0	0.0	0.0	0.0	0.008449509892559546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01932504503956254	0.0	0.0	0.0560923876071419	0.0	0.02178741452662853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
